Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
"690","Electric cars",,"Rosters",,,,"Southern Pacific",
"691","Electric and air brake equipment.  Examinations",,"Questions and answers for the instruction of engineers and electric hostlers, on electric and air brake equipment, Southern Pacific Company, Suburban Lines",,"Sep. 1930",,"Southern Pacific",
"692","Equipment Trust Certificates",,,,,,"Southern Pacific",
"693","Ethnic groups.  Mexican.",,"Historic data in connection with employment of Mexican national laborers imported from Mexico",,"Aug. 1950",,"Southern Pacific",
"694","Ethnic groups. Native Americans",,,,,,"Southern Pacific",
"695","Events",,,,"Not dated",,"Southern Pacific",
"696","Events",,,,"Mar. 19-20, ?","California.  Fresno","Southern Pacific",
"697","Events",,"Mussel Slough",,"May 1880",,"Southern Pacific",
"698","Events",,"Pullman strike",,"1894",,"Southern Pacific",
"699","Events",,"San Francisco earthquake and fire",,"Apr. 18, 1906",,"Southern Pacific",
"700","Events",,"Days of '49",,"May 23-28","California.  Sacramento","Southern Pacific",
"701","Events",,"Days of '49",,"May 23-28, 1923","California.  Sacramento","Southern Pacific",
"702","Events",,"Homecoming and SP Days",,"May 13-14, 1939",,"Southern Pacific",
"703","Events",,"Homecoming and SP Days",,"Jun. 29-30, 1940",,"Southern Pacific",
"704","Events",,"Golden Spike Ceremony, 85th anniversary",,"May 10, 1954","Utah.  Promontory","Southern Pacific",
"705","Events",,"Centennial of Sacramento Valley Railroad",,"Aug. 9, 1955","Cailfornia.  Sacramento","Southern Pacific",
"706","Events",,"Salute to the steam age",,"Oct. 19, 1958","California.  Sacramento","Southern Pacific",
"707","Events",,"Golden Spike Centennial",,"March-May 1969",,"Southern Pacific",
"708","Events",,"Plaque dedication, completion of the Pacific Railroad, September 1869",,"Nov. 8, 1969","California.  Lathrop","Southern Pacific",
"709","Events",,"Bicentennial",,"Sep. 25-26, 1976",,"Southern Pacific",
"710",,"Excursions.  [By date]",,,,,"Southern Pacific",
"711","Fairs",,"California State Fair",,,,"Southern Pacific",
"712","Fairs",,"Lewis and Clark Exposition",,"1905","Missouri.  St. Louis","Southern Pacific",
"713","Fairs",,"Panama-Pacific International Exposition",,"1915","California.  San Francisco","Southern Pacific",
"714","Fairs",,"Century of Progress",,"1933","Illinois.  Chicago","Southern Pacific",
"715","Fairs",,"World's Fair",,"1934","Illinois.  Chicago","Southern Pacific",
"716","Fairs",,"California Pacific International Exposition",,"1935","California.  San Diego","Southern Pacific",
"717","Fairs",,"California Exposition",,"1936","California.  San Diego","Southern Pacific",
"718","Fairs",,"Texas Centennial",,"1936","Texas.  Dallas","Southern Pacific",
"719","Fairs",,"Golden Gate International Exposition",,"1939-1940","California.  San Francisco","Southern Pacific",
"720","Fairs",,"World's Fair",,"1939-1940","New York.  New York","Southern Pacific",
"721",,"Fares. [By location / by date]",,,,,"Southern Pacific",
"722","Films",,,,,,"Southern Pacific",
"723","Fire extinguishing equipment",,"Operation of portable fire extinguishing equipment on diesel locomotives","BP 424","Jul. 1, 1954",,"Southern Pacific",
"724","Fire extinguishing equipment",,"Operation of portable fire extinguishing equipment carried on  locomotives, passenger trains and cabooses","BP 424A","Jun. 1, 1959",,"Southern Pacific",
"725","Fire extinguishing equipment",,"Operation of portable fire extinguishing equipment carried on  locomotives, passenger trains and cabooses","BP 424C","May 1, 1965",,"Southern Pacific",
"726","Fire extinguishing equipment",,"Operation of portable fire extinguishing equipment carried on  locomotives, passenger trains and cabooses","424D","Jun. 1, 1966",,"Southern Pacific",
"727","Firefighting",,,,,,"Southern Pacific",
"728","Fires",,,,,,"Southern Pacific",
"729","Floods",,"St. Francis Dam collapse",,"1918","California
","Southern Pacific",
"730","Floods",,"Sacramento Division",,"1955","California","Southern Pacific",
"731","Floods",,,,"1964",,"Southern Pacific",
"732","Franchises",,"Steam railroad franchises, San Francisco",,,,"Southern Pacific",
"733","Freight Department",,"Circulars",,,,"Southern Pacific",
"734","Freight service",,"Air freight",,,,"Southern Pacific",
"735","Freight service",,"Automobiles",,,,"Southern Pacific",
"737","Freight service",,"International",,,,"Southern Pacific",
"738","Freight service",,"Pacific Rim countries",,,,"Southern Pacific",
"739","Freight service",,"Central Power and Light",,,"Texas.  Coleto Creek","Southern Pacific",
"740","Freight service.  Rules",,"General instructions, rules and regulations governing freight traffic between all stations on Southern Pacific Company's (Pacific System) broad and narrow gauge, except locally on lines in Oregon",,"Jan. 1, 1894",,"Southern Pacific",
"741","Freight service.  Rules",,"Instructions governing movement of manifest freight",,"Jun. 1, 1902",,"Southern Pacific",
"742","Freight service.  Rules",,"Freight protection and station service.  Instruction governing ventilation service and records","Circular 26","Jun. 1, 1949",,"Southern Pacific",
"743","Freight service.  Rules",,"Freight Protection, Merchandise and Station Service Department.  Rules governing the application, inspection, recording and care of car seals","Circular 3G","Nov. 1, 1951",,"Southern Pacific",
"744","Freight service",,"Freight protection merchandise and station service.  Guide for inspecting and reporting damaged freight","Circular 31","Apr.1, 1953",,"Southern Pacific",
"745","Freight service",,"Trailer flat car traffic [TFC]",,,,"Southern Pacific",
"746","Freight service.  Schedules",,"Through manifest, merchandise and perishable freight schedules between principal points.  Office of General Superintendent of Transportation","GST 24","Oct. 15, 1966",,"Southern Pacific",
"747","Freight stations",,,,,,"Southern Pacific",
"748","Fuel oil plants",,,,,"California.  Bayshore","Southern Pacific",
"749","Fuel oil plants",,,,,"California.  Gilroy","Southern Pacific",
"750","Fuel oil plants",,,,,"California.  Lompoc","Southern Pacific",
"751","Fuel oil plants",,,,,"California.  Pacific Grove","Southern Pacific",
"752","Fuel oil plants",,,,,"California.  Salinas","Southern Pacific",
"753","Fuel oil plants",,,,,"California.  San Ardo","Southern Pacific",
"754","Fuel oil plants",,,,,"California. San Francisco / Mission Bay","Southern Pacific",
"755","Fuel oil plants",,,,,"California. San Jose","Southern Pacific",
"756","Fuel oil plants",,,,,"California.  San Luis Obispo","Southern Pacific",
"757","Fuel oil plants",,,,,"California. Santa Clara","Southern Pacific",
"758","Fuel oil plants",,,,,"California.  Surf","Southern Pacific",
"759","Fuel oil plants",,,,,"California.  Watsonville","Southern Pacific",
"760","Fuels",,,,,,"Southern Pacific",
"761","General letters",,"Route list",,,,"Southern Pacific",
"762","General letters",,"Index",,,,"Southern Pacific",
"763","General letters",,"Office of General Manager",,,,"Southern Pacific",
"764","General letters",,"Engineering and Maintenance",,,,"Southern Pacific",
"765","General letters",,"General Superintendent of Motive Power",,,,"Southern Pacific",
"766","General Letters",,"General Storekeeper",,,,"Southern Pacific",
"767","Grade crossings",,"List of highway grade crossings, Coast Division.  Engineering Department",,"Jan. 2, 1929",,"Southern Pacific",
"768","Grade crossings",,"List of highway grade crossings, Coast Division.  Engineering Department",,"Jan. 1, 1931",,"Southern Pacific",
"769","Hand brakes",,,,,,"Southern Pacific",
"770","Hertz",,,,,,"Southern Pacific",
"774",,"History.  [By date] [Substantive articles have been catalogued into Library catalog.]",,,,,"Southern Pacific",
"775","History",,"From trail to rail. Southern Pacific Bulletin",,"1926-1927",,"Southern Pacific",
"776","History",,"Historical sketch of the origin and development of the transportation properties operated as part of the SP system",,"1933",,"Southern Pacific",
"777","History",,"Facts about the SP",,"1940",,"Southern Pacific",
"778","History",,"Facts about the SP",,"1942",,"Southern Pacific",
"779","History",,"Facts about the SP",,"1943",,"Southern Pacific",
"780","History",,"Facts about the SP",,"1944",,"Southern Pacific",
"781","History",,"Facts about the SP",,"1945",,"Southern Pacific",
"782","History",,"Statistics and memoranda pertaining to the general affairs of the Company presented at meeting of Board of Directors",,"May 20, 1948",,"Southern Pacific",
"783","History","Facts about the SP",,,"1952",,"Southern Pacific",
"784","History",,"A century of progress in Louisiana, 1852-1952.  Southern Pacific Bulletin, October 1952",,"1952",,"Southern Pacific",
"785","History",,"Southern Pacific's first century.  Southern Pacific Bulletin Aug. 1955",,"1955",,"Southern Pacific",
"786","Hospital Association",,"Southern Pacific Employees Hospital Assocaition.  Rules and regulations",,"Mar. 12, 1964",,"Southern Pacific",
"787","Hospital Association",,"Southern Pacific Employees Hospital Association.  Rules and regulations",,"Nov. 1, 1971",,"Southern Pacific",
"788","Hospital Department",,,,,,"Southern Pacific",
"789","Hospital Department.  Rules",,"Regulations of Hospital Department",,"May 1, 1940",,"Southern Pacific",
"790","Hospital Department.  Rules",,"Rules and regulations",,"May 1, 1947",,"Southern Pacific",
"791","Hospital Department.  Rules",,"Rules and regulations",,"Feb. 14, 1950",,"Southern Pacific",
"792","Hospital Department.  Rules",,"Rules and regulations",,"Mar. 1, 1960",,"Southern Pacific",
"793","Hospitals",,,,,,"Southern Pacific",
"794","Hotels",,,,,,"Southern Pacific",
"795","Hotels",,,,,"California.  Del Monte","Southern Pacific",
"796","Hotels",,,,,"Mexico.  Guaymas","Southern Pacific",
"797","Hotels",,"Hotels and resorts on or reached by the lines operated by the Southern Pacific",,"Feb. 4, 1904",,"Southern Pacific",
"798","Hotels",,"Hotels and resorts on or reached by the lines operated by the Southern Pacific",,"Aug. 21, 1912",,"Southern Pacific",
"799","Hotels",,"Hotel greeters and hotel directory of California",,"Dec. 1930",,"Southern Pacific",
"800","Hours of Service Act",,"Information for guidance of officers and employees.  Sunset-Central Lines",,"Jan. 1, 1916",,"Southern Pacific",
"801","Hours of Service Act",,"Information for guidance of officers and employees.  Pacific System",,"Aug. 1, 1920",,"Southern Pacific",
"802","Hours of Service Act",,"Information for guidance of officers and employees.  Pacific System",,"Apr. 1, 1925",,"Southern Pacific",
"803","Hours of Service Act",,"Information for guidance of officers and employees.  Pacific System",,"Apr. 1, 1929",,"Southern Pacific",
"804","Hours of Service Act",,"Information for guidance of officers and employees",,"Jan. 1, 1949",,"Southern Pacific",
"805","Hours of Service Act",,"Information for guidance of officers and employees.  Pacific Lines",,"Feb. 1, 1961",,"Southern Pacific",
"806","Hours of Service Act",,"Information for guidance of officers and employees",,"May 1, 1957",,"Southern Pacific",
"807","Hours of Service Act",,"Information for guidance of officers and employees",,"Aug. 1, 1973",,"Southern Pacific",
"808","Inspection tours",,"Report of the W. A. Whitney party, May 3-1926, 1914,  Sacramento to New York to Sacramento",,"May 3-26, 1913",,"Southern Pacific",
"809","Intermodal traffic",,"Handbook",,"1974",,"Southern Pacific",
"810","Intermodal traffic",,"Handbook",,"1977",,"Southern Pacific",
"811","Interstate Commerce Commission, Before the",,,,,,"Southern Pacific",
"812","Junior Engineers Club",,,,,,"Southern Pacific",
"813","Junior Stewardess Nurse",,,,,,"Southern Pacific",
"814","Land promotion",,,,,,"Southern Pacific",
"815","Leases",,,,,,"Southern Pacific",
"816","Libraries",,,,,,"Southern Pacific",
"817","Line clearance circulars",,,,,,"Southern Pacific",
"818","Loans",,,,,,"Southern Pacific",
"819","Locations",,,,"Not dated","Alaska","Southern Pacific",
"820","Locations",,,,"Mar. 24, 1916","Alaska","Southern Pacific",
"821","Locations",,,,"Oct. 20, 1922","Alaska","Southern Pacific",
"822","Locations",,"[In German]",,"1927?","America","Southern Pacific",
"823","Locations",,,,,"Argentina","Southern Pacific",
"824","Locations",,,,"Not dated","Arizona","Southern Pacific",
"825","Locations",,,,"Aug. 31, 1915","Arizona","Southern Pacific",
"826","Locations",,,,"Oct. 10, 1922","Arizona","Southern Pacific",
"827","Locations",,"Apache trail of Arizona.  William H. Bull cover art",,"Feb. 2, 1924","Arizona","Southern Pacific",
"828","Locations",,"Apache trail of Arizona.  Cover art by William H. Bull",,"Nov. 11, 1926","Arizona","Southern Pacific","Bull, William H."
"829","Locations",,"Apache trail of Arizona.  William H. Bull cover art",,"Nov. 30, 1926","Arizona","Southern Pacific","Bull, William H."
"830","Locations",,"New mainline through Arizona open for transcontinental travel, March 20, 1927",,"Mar. 17, 1927","Arizona","Southern Pacific",
"831","Locations",,"Apache trail",,"Sep. 1, 1927","Arizona","Southern Pacific",
"832","Locations",,"Apache trail.  Maynard Dixon cover art",,"Dec. 3, 1927",,"Southern Pacific","Dixon, Lafayette Maynard"
"833","Locations",,"This winter and spring, desert resorts and guest ranches in Southern California and Arizona.  Maurice Logan cover art",,"Dec. 5, 1927","Arizona|Southern California","Southern Pacific","Logan, Maurice"
"834","Locations",,"Southern Arizona.  Maurice Logan cover art",,"Apr. 26, 1928","Arizona","Southern Pacific","Logan, Maurice"
"835","Locations",,"Guest ranches in Southern Arizona.  Maurice Logan cover art",,"Aug. 7, 1928","Arizona","Southern Pacific","Logan, Maurice"
"836","Locations",,"Apache trail.  Cover art by Maynard Dixon",,"Sep. 22, 1928","Arizona","Southern Pacific","Dixon, Maynard"
"837","Locations",,"Apache trail.  Maynard Dixon cover art",,"Oct. 18, 1929","Arizona","Southern Pacific","Dixon, Maynard"
"838","Locations",,"Apache trail.  Maynard Dixon cover art",,"Dec. 31, 1929","Arizona","Southern Pacific","Dixon, Maynard"
"839","Locations",,"Apache trail.  Maynard Dixon cover art",,"Sep. 10, 1930","Arizona","Southern Pacific","Dixon, Maynard"
"840","Locations",,"Direct Pullman service to Apache trail of Arizona",,"Nov. 15, 1930","Arizona","Southern Pacific",
"841","Locations",,"Your vacation in Arizona and the Southwest",,"Aug. 1948","Arizona","Southern Pacific",
"842","Locations",,"Your vacation in Arizona and the Southwest",,"Oct. 1953","Arizona","Southern Pacific",
"843","Locations",,"Sell your prospects in a Southern Arizona vacation",,"Dec. 1954","Arizona","Southern Pacific",
"844","Locations",,,,"1954","Arizona","Southern Pacific",
"845","Locations",,,,"Not dated",,"Southern Pacific","Arizona.  Phoenix"
"846","Locations",,,,"Not dated","Arizona.  Tucson","Southern Pacific",
"847","Locations",,,,"Not dated","California","Southern Pacific",
"848","Locations",,,,"Sep. 11, 1899","California","Southern Pacific",
"849","Locations",,,,"19--","California","Southern Pacific",
"850","Locations",,,,"May 1902","California","Southern Pacific",
"851","Locations",,,,"1906","California","Southern Pacific",
"852","Locations",,,,"Jun. 27, 1907","California","Southern Pacific",
"853","Locations",,,,"Apr. 20, 1909","California","Southern Pacific",
"854","Locations",,,,"1910","California","Southern Pacific",
"855","Locations",,,,"1911","California","Southern Pacific",
"856","Locations",,,,"Oct. 17, 1911","California","Southern Pacific",
"857","Locations",,,,"1912","California","Southern Pacific",
"858","Locations",,,,"1915","California","Southern Pacific",
"859","Locations",,,,"Jun. 21, 1915","California","Southern Pacific",
"860","Locations",,,,"May 10, 1917","California","Southern Pacific",
"861","Locations",,,,"Sep. 25, 1917","California","Southern Pacific",
"862","Locations",,,,"Apr. 10, 1921","California","Southern Pacific",
"863","Locations",,,,"Jun. 10, 1921","California","Southern Pacific",
"864","Locations",,,,"Mar. 23, 1922","California","Southern Pacific",
"865","Locations",,,,"Oct. 18, 1922","California","Southern Pacific",
"866","Locations",,,,"Mar. 15, 1923","California","Southern Pacific",
"867","Locations",,,,"Aug. 23, 1923","California","Southern Pacific",
"868","Locations",,,,"Sep. 26, 1924","California","Southern Pacific",
"869","Locations",,"The lure of a land by the sea",,"Feb. 13, 1925","California","Southern Pacific",
"870","Locations",,"On our way",,"Jun. 1925","California","Southern Pacific",
"871","Locations",,,,"May 5, 1926","California","Southern Pacific",
"872","Locations",,,,"Oct. 22, 1926","California","Southern Pacific",
"873","Locations",,,,"Mar. 31, 1927","California","Southern Pacific",
"874","Locations",,,,"Sep. 1927","California","Southern Pacific",
"875","Locations",,,,"Mar. 2, 1929","California","Southern Pacific",
"876","Locations",,,,"Nov. 1, 1936","California","Southern Pacific",
"877","Locations",,,,"1942","California","Southern Pacific",
"878","Locations",,,,"1943","California","Southern Pacific",
"879","Locations",,,,"May 15, 1946","California","Southern Pacific",
"880","Locations",,"How to see twice as much ...",,"Jun. 5, 1946","California","Southern Pacific",
"881","Locations",,,,"Dec. 1948","California","Southern Pacific",
"882","Locations",,,,"Apr. 1949","California","Southern Pacific",
"883","Locations",,"How to see twice as much ...",,"May 5, 1952","California","Southern Pacific",
"884","Locations",,,,,"California.  Arcadia","Southern Pacific",
"885","Locations",,,,,"California.  Bartlett Springs","Southern Pacific",
"886","Locations",,,,,"California.  Ben Lomond","Southern Pacific",
"887","Locations",,,,"Not dated","California.  Big Trees","Southern Pacific",
"888","Locations",,,,"Feb. 12, 1903","California.  Big Trees","Southern Pacific",
"889","Locations",,,,"Mar. 28, 1904","California.  Big Trees","Southern Pacific",
"890","Locations",,,,"Jul. 25, 1904","California.  Big Trees","Southern Pacific",
"891","Locations",,,,"Aug. 6, 1907","California.  Big Trees","Southern Pacific",
"892","Locations",,,,"Apr. 15, 1909","California.  Big Trees","Southern Pacific",
"893","Locations",,,,"Feb. 19, 1910","California.  Big Trees","Southern Pacific",
"894","Locations",,,,"Sep. 12, 1911","California.  Big Trees","Southern Pacific",
"895","Locations",,,,"Nov. 29, 1912","California.  Big Trees
","Southern Pacific",
"896","Locations",,,,"Mar. 17, 1914","California.  Big Trees","Southern Pacific",
"897","Locations",,,,"Feb. 4, 1916","California","Southern Pacific",
"898","Locations",,,,"Feb. 4, 1916","California.  Big Trees","Southern Pacific",
"899","Locations",,,,"1907","California.  Coast","Southern Pacific",
"900","Locations",,,,,"California.  Colfax","Southern Pacific",
"901","Locations",,,,,"California.  Del Monte","Southern Pacific",
"902","Locations",,,,,"California.  Disneyland","Southern Pacific",
"903","Locations",,,,"1958","California.  Disneyland","Southern Pacific",
"904","Locations",,,,,"California.  Dunsmuir","Southern Pacific",
"905","Locations",,,,"1950","California.  Dunsmuir","Southern Pacific",
"906","Locations",,,,"1951","California.  Dunsmuir","Southern Pacific",
"907","Locations",,"Railroad Days (7th)",,"1952","California.  Dunsmuir","Southern Pacific",
"908","Locations",,"Railroad Days (8th)",,"1953","California.  Dunsmuir","Southern Pacific",
"909","Locations",,"Railroad Days (9th)",,"1954","California.  Dunsmuir","Southern Pacific",
"910","Locations",,"Railroad Days (10th)",,"1955","California.  Dunsmuir","Southern Pacific",
"911","Locations",,,,,"California. East Bay","Southern Pacific",
"912","Locations",,,,,"California. Galt","Southern Pacific",
"913","Locations",,,,,"California.  Glenwood","Southern Pacific",
"914","Locations",,,,,"California.  Imperial Valley","Southern Pacific",
"915","Locations",,,,"1908","California.  Imperial Valley","Southern Pacific",
"916","Locations",,,,"1907","California.  Kings and Kern Canons","Southern Pacific",
"917","Locations",,,,"1908","California.  Klamath","Southern Pacific",
"918","Locations",,,,"1894","California.  Lake Tahoe","Southern Pacific",
"919","Locations",,,,"1900","California.  Lake Tahoe","Southern Pacific",
"920","Locations",,,,"1916","California.  Lake Tahoe","Southern Pacific",
"921","Locations",,,,"May 13, 1926","California.  Lake Tahoe","Southern Pacific",
"922","Locations",,,,"May 4, 1928","California.  Lake Tahoe","Southern Pacific",
"923","Locations",,,,"1929","California.  Lake Tahoe","Southern Pacific",
"924","Locations",,,,"Jun. 14, 1939","California.  Lake Tahoe","Southern Pacific",
"925","Locations",,,,,"California.  Lassen Volanic National Park","Southern Pacific",
"926","Locations",,,,,"California.  Lassen","Southern Pacific",
"927","Locations",,,,,"California.  Los Angeles","Southern Pacific",
"928","Locations",,,,"Jan. 1943","California.  Los Angeles","Southern Pacific",
"929","Locations",,,,"Feb. 1943","California.  Los Angeles","Southern Pacific",
"930","Locations",,,,,"California. Montagu","Southern Pacific",
"931","Locations",,,,"188-","California.  Monterey","Southern Pacific",
"932","Locations",,,,,"California.  Mountain View","Southern Pacific",
"933","Locations",,,,"May 24, 1904","California.  Mount Shasta","Southern Pacific",
"934","Locations",,,,"Mar. 27, 1905","California.  Mount Shasta","Southern Pacific",
"935","Locations",,,,,"California.  Napa Valley","Southern Pacific",
"936","Locations",,,,,"California.  Norden","Southern Pacific",
"937","Locations",,,,"1940","California.  Norden","Southern Pacific",
"938","Locations",,,,,"California.  Oakland","Southern Pacific",
"939","Locations",,,,,"California.  Ocean View","Southern Pacific",
"940","Locations",,,,,"California.  Orland","Southern Pacific",
"941","Locations",,,,"1941","California.  Palm Springs","Southern Pacific",
"942","Locations",,,,"1942","California.  Palm Springs","Southern Pacific",
"943","Locations",,,,"1946","California.  Palm Springs","Southern Pacific",
"944","Locations",,,,"Oct. 1947","California.  Palm Springs","Southern Pacific",
"945","Locations",,,,"1948","California.  Palm Springs","Southern Pacific",
"946","Locations",,,,,"California.  Palmdale-Colton","Southern Pacific",
"947","Locations",,,,,"California.  Raymond","Southern Pacific",
"948","Locations",,,,"Not dated","California.  Redwood Empire","Southern Pacific",
"949","Locations",,,,"Mar. 2, 1929","California.  Redwood Empire","Southern Pacific",
"950","Locations",,,,"May 15, 1936","California.  Redwood Empire","Southern Pacific",
"951","Locations",,,,,"California.  Sacramento","Southern Pacific",
"952","Locations",,,,"1912","California.  Sacramento River","Southern Pacific",
"953","Locations",,,,"1908","California.  Sacramento Valley","Southern Pacific",
"954","Locations",,,,,"California.  San Diego","Southern Pacific",
"955","Locations",,,,"Not dated","California.  San Francisco","Southern Pacific",
"956","Locations",,,,"1941","California.  San Francisco","Southern Pacific",
"957","Locations",,,,"1954","California.  San Francisco","Southern Pacific",
"958","Locations",,,,,"California.  San Francisco Bay Area.  Peninsula","Southern Pacific",
"959","Locations",,,,,"California.  San Joaquin Valley","Southern Pacific",
"960","Locations",,,,"1906","California.  San Joaquin Valley","Southern Pacific",
"961","Locations",,,,"1908","California.  San Joaquin Valley","Southern Pacific",
"962","Locations",,,,"1908","California.  San Joaquin Valley","Southern Pacific",
"963","Locations",,,,,"California.  San Jose.  Mt. Hamilton and Lick Observatory","Southern Pacific",
"964","Locations",,,,"Not dated","California.  Santa Barbara","Southern Pacific",
"965","Locations",,,,"Feb. 1954","California.  Santa Barbara","Southern Pacific",
"966","Locations",,,,"1893","California.  Santa Catalina Island","Southern Pacific",
"967","Locations",,,,,"California.  Shasta Dam","Southern Pacific",
"968","Locations",,,,,"California.  Shasta Springs","Southern Pacific",
"969","Locations",,,,"Aug. 2, 1922","California.  Sierra","Southern Pacific",
"970","Locations",,,,"May 6, 1926","California.  Sierra","Southern Pacific",
"971","Locations",,,,,"California.  Sonoma Valley","Southern Pacific",
"972","Locations",,,,"Not dated","California.  Southern","Southern Pacific",
"973","Locations",,,,"May 21, 1902","California.  Southern","Southern Pacific",
"974","Locations",,,,"1907","California.  Southern","Southern Pacific",
"975","Locations",,,,"1908","California.  Southern","Southern Pacific",
"976","Locations",,,,"Sep. 21, 1910","California.  Southern","Southern Pacific",
"977","Locations",,,,"1928","California.  Southern","Southern Pacific",
"978","Locations",,,,"Sep. 20, 1929","California.  Southern","Southern Pacific",
"979","Locations",,,,"Aug. 30, 1930","California.  Southern","Southern Pacific",
"980","Locations",,,,"Oct. 10, 1934","California.  Southern","Southern Pacific",
"981","Locations",,,,"Oct. 1935","California.  Southern","Southern Pacific",
"982","Locations",,,,"Oct. 10, 1936","California.  Southern","Southern Pacific",
"983","Locations",,,,"1937","California.  Southern","Southern Pacific",
"984","Locations",,,,"Dec. 31, 1938","California. Southern","Southern Pacific",
"985","Locations",,,,"Dec. 30, 1939","California.  Southern","Southern Pacific",
"986","Locations",,,,,"California.  Stirling City","Southern Pacific",
"987","Locations",,,,,"California.  Suisun-Jacksnipe","Southern Pacific",
"988","Locations",,,,,"California.  Suisun Sinks","Southern Pacific",
"989","Locations",,,,"1902","California.  Tehachapi","Southern Pacific",
"990","Locations",,,,,"California.  Tioga Pass","Southern Pacific",
"991","Locations",,,,,"California.  Tracy","Southern Pacific",
"992","Locations",,,,"Not dated","California.  Yosemite","Southern Pacific",
"993","Locations",,,,"1881","California.  Yosemite","Southern Pacific",
"994","Locations",,,,"1892","California.  1892","Southern Pacific",
"995","Locations",,,,"1894","California.  Yosemite","Southern Pacific",
"996","Locations",,,,"1896","California.  Yosemite","Southern Pacific",
"997","Locations",,,,"1903","California.  Yosemite","Southern Pacific",
"998","Locations",,,,"1905","California.  Yosemite","Southern Pacific",
"999","Locations",,,,"1907","California.  Yosemite","Southern Pacific",
"1000","Locations",,,,"Jan. 22, 1908","California.  Yosemite","Southern Pacific",
"1001","Locations",,,,"1911","California.  Yosemite","Southern Pacific",
"1002","Locations",,,,"1912","California.  Yosemite","Southern Pacific",
"1003","Locations",,,,"Jul. 11, 1914","California.  Yosemite","Southern Pacific",
"1004","Locations",,,,"1926","California.  Yosemite","Southern Pacific",
"1005","Locations",,,,"Dec. 31, 1921","California. Yosemite","Southern Pacific",
"1006","Locations",,,,"May 8, 1928","California.  Yosemite","Southern Pacific",
"1007","Locations",,,,,"Canada.  British Columbia.  Vancouver","Southern Pacific",
"1008","Locations",,,,"Jan. 18, 1929","California.  Jan. 18, 1929","Southern Pacific",
"1009","Locations",,,,,"Louisiana","Southern Pacific",
"1010","Locations",,,,"1926","Louisiana","Southern Pacific",
"1011","Locations",,,,"1929","Louisiana","Southern Pacific",
"1012","Locations",,,,"Jul. 1939","Louisiana","Southern Pacific",
"1013","Locations",,,,"Not dated","Louisiana.  New Orleans","Southern Pacific",
"1014","Locations",,,,"1900","Louisiana.  New Orleans","Southern Pacific",
"1015","Locations",,,,"1914","Louisiana.  New Orleans","Southern Pacific",
"1016","Locations",,,,"1935","Louisiana.  New Orleans","Southern Pacific",
"1017","Locations",,,,"1952","Louisiana.  New Orleans","Southern Pacific",
"1018","Locations",,,,"1969","Louisiana.  New Orleans","Southern Pacific",
"1019","Locations",,,,"Not dated","Mexico","Southern Pacific",
"1020","Locations",,,,"Mar. 1, 1913","Mexico","Southern Pacific",
"1021","Locations",,,,"Jan. 22, 1929","Mexico","Southern Pacific",
"1022","Locations",,,,"1930","Mexico","Southern Pacific",
"1023","Locations",,,,"Dec. 29, 1933","Mexico","Southern Pacific",
"1024","Locations",,,,"Feb. 5, 1934","Mexico","Southern Pacific",
"1025","Locations",,,,"Apr. 1, 1936","Mexico","Southern Pacific",
"1026","Locations",,,,"Mar. 10, 1938","Mexico","Southern Pacific",
"1027","Locations",,,,"Oct. 1, 1939","Mexico","Southern Pacific",
"1028","Locations",,,,"Aug. 1941","Mexico","Southern Pacific",
"1029","Locations",,,,"Aug. 1, 1941","Mexico","Southern Pacific",
"1030","Locations",,,,"Not dated","Mexico.  Guaymas","Southern Pacific",
"1031","Locations",,,,"Nov. 30, 1938","Mexico.  Guaymas","Southern Pacific",
"1032","Locations",,,,"Mar. 15, 1939","Mexico.  Guaymas","Southern Pacific",
"1033","Locations",,,,"Oct. 1939","Mexico.  Guaymas","Southern Pacific",
"1034","Locations",,,,"Apr. 15, 1940","Mexico.  Guaymas","Southern Pacific",
"1035","Locations",,,,"Nov. 1, 1941","Mexico.  Guaymas","Southern Pacific",
"1036","Locations",,,,,"Nevada","Southern Pacific",
"1037","Locations",,,,,"New Mexico.  Carlsbad Caverns","Southern Pacific",
"1038","Locations",,,,"Dec. 5, 1934","New Mexico.  Carlsbad Caverns","Southern Pacific",
"1039","Locations",,,,"1937","New Mexico.  Carlsbad Caverns","Southern Pacific",
"1040","Locations",,,,"1941","New Mexico.  Carlsbad Caverns","Southern Pacific",
"1041","Locations",,,,"1941","New Mexico.  Carlsbad Caverns","Southern Pacific",
"1042","Locations",,,,,"New York","Southern Pacific",
"1043","Locations",,,,,"Oregon","Southern Pacific",
"1044","Locations",,,,"Not dated","Oregon","Southern Pacific",
"1045","Locations",,,,"Mar. 15, 1917","Oregon","Southern Pacific",
"1046","Locations",,,,"Apr. 24, 1921","Oregon","Southern Pacific",
"1047","Locations",,,,"Apr. 17, 1922","Oregon","Southern Pacific",
"1048","Locations",,,,"Aug. 8, 1923","Oregon","Southern Pacific",
"1049","Locations",,,,"1927","Oregon","Southern Pacific",
"1050","Locations",,,,"Apr. 2, 1928","Oregon","Southern Pacific",
"1051","Locations",,,,"Aug. 25, 1934","Oregon","Southern Pacific",
"1052","Locations",,,,"Not dated","Oregon.  Crater Lake","Southern Pacific",
"1053","Locations",,,,"May 2, 1916","Oregon.  Crater Lake","Southern Pacific",
